PDG	Ctau	Acceptance	StatError
6001113	0.08	0.5179		0.0433
6001113	0.16	0.5422		0.0306
6001113	0.32	0.5584		0.0215
6001113	0.48	0.5619		0.0175
6001113	0.64	0.5630		0.0151
6001113	0.8	0.5636		0.0136
6001113	1.6	0.5652		0.0099
6001113	3.2	0.5659		0.0074
6001113	4.8	0.5652		0.0065
6001113	6.4	0.5640		0.0061
6001113	8	0.5626		0.0060
6001113	16	0.5495		0.0094
6001113	32	0.5136		0.0265
6001113	48	0.4893		0.0380
6001113	64	0.4741		0.0447
6001113	80	0.4640		0.0490
6001113	160	0.4416		0.0578
6001113	320	0.4294		0.0622
6001113	480	0.4252		0.0637
6001113	640	0.4231		0.0644
6001113	800	0.4218		0.0648
6002113	0.8	0.4742		0.0416
6002113	1.6	0.5013		0.0299
6002113	3.2	0.5263		0.0214
6002113	4.8	0.5359		0.0175
6002113	6.4	0.5411		0.0152
6002113	8	0.5447		0.0136
6002113	16	0.5554		0.0098
6002113	32	0.5650		0.0074
6002113	48	0.5683		0.0064
6002113	64	0.5689		0.0060
6002113	80	0.5682		0.0059
6002113	160	0.5650		0.0110
6002113	320	0.5912		0.0425
6002113	480	0.6168		0.0636
6002113	640	0.6337		0.0751
6002113	800	0.6451		0.0819
6002113	1600	0.6700		0.0947
6002113	3200	0.6834		0.1003
6002113	4800	0.6879		0.1021
6002113	6400	0.6902		0.1029
6002113	8000	0.6916		0.1034
6003113	8	0.5810		0.0438
6003113	16	0.5943		0.0311
6003113	32	0.5904		0.0221
6003113	48	0.5834		0.0180
6003113	64	0.5783		0.0156
6003113	80	0.5749		0.0140
6003113	160	0.5681		0.0100
6003113	320	0.5543		0.0074
6003113	480	0.5278		0.0065
6003113	640	0.4959		0.0061
6003113	800	0.4639		0.0060
6003113	1600	0.3438		0.0070
6003113	3200	0.2423		0.0110
6003113	4800	0.2036		0.0129
6003113	6400	0.1841		0.0138
6003113	8000	0.1725		0.0142
6003113	1.6e+04	0.1497		0.0149
6003113	3.2e+04	0.1386		0.0151
6003113	4.8e+04	0.1350		0.0152
6003113	6.4e+04	0.1332		0.0152
6003113	8e+04	0.1321		0.0152
