PDG	Ctau	Acceptance	StatError
6001113	0.04	0.5656		0.0431
6001113	0.08	0.5721		0.0302
6001113	0.16	0.5728		0.0213
6001113	0.24	0.5721		0.0174
6001113	0.32	0.5720		0.0151
6001113	0.4	0.5723		0.0135
6001113	0.8	0.5749		0.0098
6001113	1.6	0.5773		0.0074
6001113	2.4	0.5787		0.0065
6001113	3.2	0.5792		0.0060
6001113	4	0.5787		0.0059
6001113	8	0.5772		0.0149
6001113	16	0.6347		0.0838
6001113	24	0.6842		0.1174
6001113	32	0.7125		0.1299
6001113	40	0.7298		0.1354
6001113	80	0.7633		0.1417
6001113	160	0.7791		0.1427
6001113	240	0.7841		0.1427
6001113	320	0.7866		0.1427
6001113	400	0.7881		0.1427
6002113	0.4	0.6007		0.0398
6002113	0.8	0.5877		0.0298
6002113	1.6	0.5798		0.0214
6002113	2.4	0.5755		0.0175
6002113	3.2	0.5728		0.0151
6002113	4	0.5711		0.0136
6002113	8	0.5685		0.0098
6002113	16	0.5686		0.0073
6002113	24	0.5691		0.0064
6002113	32	0.5695		0.0060
6002113	40	0.5698		0.0059
6002113	80	0.5692		0.0090
6002113	160	0.5712		0.0256
6002113	240	0.5759		0.0389
6002113	320	0.5798		0.0476
6002113	400	0.5829		0.0534
6002113	800	0.5908		0.0666
6002113	1600	0.5958		0.0737
6002113	2400	0.5976		0.0762
6002113	3200	0.5985		0.0774
6002113	4000	0.5991		0.0782
6003113	4	0.5494		0.0432
6003113	8	0.5752		0.0302
6003113	16	0.5830		0.0213
6003113	24	0.5847		0.0174
6003113	32	0.5860		0.0151
6003113	40	0.5870		0.0136
6003113	80	0.5887		0.0098
6003113	160	0.5696		0.0074
6003113	240	0.5308		0.0065
6003113	320	0.4872		0.0061
6003113	400	0.4459		0.0060
6003113	800	0.3034		0.0069
6003113	1600	0.1940		0.0115
6003113	2400	0.1553		0.0133
6003113	3200	0.1365		0.0140
6003113	4000	0.1256		0.0144
6003113	8000	0.1048		0.0146
6003113	1.6e+04	0.0951		0.0146
6003113	2.4e+04	0.0919		0.0145
6003113	3.2e+04	0.0904		0.0145
6003113	4e+04	0.0894		0.0145
